ASV_ID	FRA022001CA	FRA022001CAbis	FRA022002BB	FRA022002BBbis	FRA022003GA	FRA022003GAbis	FRA022004MC	FRA022004MCbis	FRA022005KF	FRA022005KFbis	FRA022006TS	FRA022006TSbis	FRA022007LP	FRA022007LPbis	FRA022008DM	FRA022008DMbis	FRA022010KI	FRA022010KIbis	FRA022011RB	FRA022011RBbis	FRA022012GF	FRA022012GFbis	FRA022013ZV	FRA022013ZVbis	FRA022014RD	FRA022014RDbis	FRA022015BF	FRA022015BFbis	FRA022016AS	FRA022016ASbis	FRA022018LS	FRA022018LSbis	FRA022019RX	FRA022019RXbis	FRA022020BF	FRA022020BFbis	FRA022021MP	FRA022021MPbis	FRA022022RH	FRA022022RHbis	FRA022023DC	FRA022025BE	FRA022025BEbis	FRA022026CN	FRA022026CNbis	FRA022027LP	FRA022027LPbis	FRA022028BM	FRA022028BMbis	FRA074002DB	FRA074002DBbis	FRA084001JL	FRA084001JLbis	FRA084005RC	FRA084005RCbis	FRA094001CA	FRA094001CAbis	FRA094002BD	FRA094002BDbis	FRA094003DR	FRA094003DRbis	FRA094004TD	FRA094004TDbis	FRA106001LH	FRA106001LHbis	FRA106003ER	FRA106003ERbis	FRA106004CA	FRA106004CAbis	FRA123001AI	FRA123001AIbis	FRA189001NM	FRA189001NMbis	FRA189002AL	FRA189002ALbis	FRA189004JL	FRA189004JLbis	FRA189005JP	FRA189005JPbis	FRA189010CM	FRA189010CMbis	FRA256001DJ	FRA256001DJbis	taxonomy	Feature ID	Taxon
d__Bacteria| p__Firmicutes| c__Clostridia| o__Oscillospirales| f__Ruminococcaceae| g__Faecalibacterium;otu_12fb7c23276f4c4e440163ccdbb89b99	726.0	0.0	0.0	0.0	0.0	0.0	589.0	95.0	180.0	820.0	2359.0	2666.0	342.0	0.0	0.0	62.0	0.0	0.0	1804.0	1202.0	1057.0	1322.0	125.0	700.0	0.0	197.0	0.0	0.0	0.0	3.0	0.0	120.0	0.0	467.0	0.0	0.0	625.0	1109.0	0.0	0.0	725.0	0.0	0.0	0.0	0.0	59.0	242.0	99.0	326.0	1235.0	3379.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	470.0	1369.0	1540.0	0.0	0.0	0.0	0.0	521.0	100.0	0.0	0.0	0.0	0.0	3657.0	1523.0	0.0	0.0	0.0	48.0	185.0	915.0	872.0	502.0	1422.0	334.0		12fb7c23276f4c4e440163ccdbb89b99	d__Bacteria| p__Firmicutes| c__Clostridia| o__Oscillospirales| f__Ruminococcaceae| g__Faecalibacterium
d__Bacteria| p__Firmicutes| c__Clostridia| o__Lachnospirales| f__Lachnospiraceae| g__Dorea| s__uncultured_bacterium;otu_e3e8627c1004b7bc5a41b3808fb4fc03	496.0	136.0	840.0	157.0	0.0	0.0	1086.0	302.0	111.0	339.0	331.0	715.0	0.0	0.0	143.0	312.0	504.0	0.0	608.0	1218.0	308.0	135.0	796.0	596.0	0.0	0.0	0.0	0.0	0.0	1512.0	63.0	316.0	0.0	90.0	166.0	179.0	534.0	444.0	123.0	254.0	299.0	125.0	132.0	415.0	0.0	929.0	411.0	108.0	716.0	0.0	0.0	0.0	415.0	0.0	0.0	1800.0	517.0	486.0	434.0	171.0	537.0	778.0	1293.0	0.0	0.0	0.0	90.0	0.0	133.0	68.0	716.0	465.0	173.0	336.0	992.0	0.0	35.0	956.0	1692.0	1012.0	481.0	452.0	347.0		e3e8627c1004b7bc5a41b3808fb4fc03	d__Bacteria| p__Firmicutes| c__Clostridia| o__Lachnospirales| f__Lachnospiraceae| g__Dorea| s__uncultured_bacterium
d__Bacteria| p__Firmicutes| c__Clostridia| o__Lachnospirales| f__Lachnospiraceae| g__Roseburia;otu_a675ec435194a3464899e5944332ae2b	106.0	69.0	74.0	0.0	0.0	1073.0	158.0	70.0	0.0	0.0	217.0	0.0	1907.0	0.0	0.0	1731.0	104.0	0.0	0.0	157.0	362.0	202.0	0.0	232.0	0.0	0.0	0.0	0.0	74.0	475.0	0.0	0.0	0.0	383.0	0.0	291.0	0.0	69.0	0.0	0.0	0.0	1598.0	0.0	830.0	0.0	7000.0	825.0	271.0	820.0	304.0	204.0	0.0	153.0	0.0	0.0	0.0	0.0	0.0	0.0	321.0	0.0	162.0	42.0	0.0	0.0	1459.0	173.0	0.0	1097.0	410.0	363.0	2505.0	302.0	245.0	1634.0	0.0	0.0	314.0	599.0	0.0	0.0	0.0	0.0		a675ec435194a3464899e5944332ae2b	d__Bacteria| p__Firmicutes| c__Clostridia| o__Lachnospirales| f__Lachnospiraceae| g__Roseburia
d__Bacteria| p__Bacteroidota| c__Bacteroidia| o__Bacteroidales| f__Prevotellaceae| g__Prevotella| s__uncultured_Prevotella;otu_707129e81ca73a0f3f364350a26726e7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	12304.0	15592.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		707129e81ca73a0f3f364350a26726e7	d__Bacteria| p__Bacteroidota| c__Bacteroidia| o__Bacteroidales| f__Prevotellaceae| g__Prevotella| s__uncultured_Prevotella
d__Bacteria| p__Firmicutes| c__Clostridia| o__Lachnospirales| f__Lachnospiraceae| g__Fusicatenibacter| s__uncultured_organism;otu_370f759efac337197ebf0de122f7d299	834.0	529.0	750.0	149.0	0.0	2513.0	394.0	21.0	0.0	0.0	1110.0	38.0	668.0	0.0	152.0	193.0	467.0	1449.0	701.0	798.0	144.0	141.0	721.0	218.0	0.0	0.0	111.0	43.0	0.0	0.0	0.0	893.0	0.0	58.0	158.0	23.0	347.0	75.0	0.0	0.0	452.0	110.0	412.0	0.0	0.0	0.0	0.0	107.0	151.0	0.0	0.0	0.0	963.0	0.0	0.0	660.0	1017.0	0.0	28.0	779.0	348.0	0.0	0.0	0.0	0.0	1315.0	139.0	0.0	732.0	112.0	487.0	762.0	236.0	617.0	630.0	6.0	0.0	258.0	563.0	735.0	242.0	311.0	595.0		370f759efac337197ebf0de122f7d299	d__Bacteria| p__Firmicutes| c__Clostridia| o__Lachnospirales| f__Lachnospiraceae| g__Fusicatenibacter| s__uncultured_organism
d__Bacteria| p__Firmicutes| c__Clostridia| o__Oscillospirales| f__Ruminococcaceae| g__Faecalibacterium;otu_6a5a62bc04f3235ee3b2110569e5c72c	1788.0	610.0	0.0	0.0	0.0	0.0	231.0	0.0	81.0	0.0	1447.0	2317.0	0.0	0.0	0.0	305.0	0.0	100.0	520.0	565.0	1662.0	162.0	0.0	347.0	72.0	189.0	0.0	0.0	0.0	0.0	0.0	577.0	0.0	204.0	754.0	416.0	1101.0	604.0	0.0	367.0	771.0	0.0	0.0	524.0	0.0	234.0	279.0	179.0	212.0	0.0	525.0	0.0	523.0	91.0	0.0	0.0	0.0	1105.0	300.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	127.0	1233.0	1153.0	0.0	0.0	0.0	96.0	0.0	0.0	0.0	0.0	135.0	884.0	1201.0	729.0	1383.0	283.0		6a5a62bc04f3235ee3b2110569e5c72c	d__Bacteria| p__Firmicutes| c__Clostridia| o__Oscillospirales| f__Ruminococcaceae| g__Faecalibacterium
d__Bacteria| p__Firmicutes| c__Clostridia| o__Lachnospirales| f__Lachnospiraceae| g__[Ruminococcus]_torques_group;otu_8bd900b47876f5a9fba0cc4d1ab34c92	84.0	0.0	498.0	477.0	0.0	2211.0	0.0	25.0	78.0	201.0	424.0	669.0	0.0	89.0	12.0	325.0	0.0	0.0	198.0	203.0	889.0	54.0	108.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.0	1751.0	1498.0	1706.0	476.0	0.0	416.0	126.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	427.0	210.0	292.0	0.0	1239.0	286.0	638.0	1085.0	1718.0	434.0	108.0	845.0	1366.0	419.0	718.0	0.0	0.0	467.0	80.0	193.0	132.0	22.0	144.0	164.0	49.0	0.0	0.0	0.0	0.0	595.0	722.0	65.0	0.0	205.0	214.0		8bd900b47876f5a9fba0cc4d1ab34c92	d__Bacteria| p__Firmicutes| c__Clostridia| o__Lachnospirales| f__Lachnospiraceae| g__[Ruminococcus]_torques_group
d__Bacteria| p__Actinobacteriota| c__Coriobacteriia| o__Coriobacteriales| f__Coriobacteriaceae| g__Collinsella;otu_83cd605349c479d69d7ca8652a406ef3	49.0	129.0	0.0	0.0	2168.0	373.0	0.0	55.0	13.0	124.0	348.0	165.0	382.0	0.0	69.0	667.0	826.0	0.0	525.0	600.0	906.0	64.0	244.0	242.0	0.0	66.0	158.0	582.0	0.0	0.0	0.0	451.0	3.0	66.0	89.0	73.0	0.0	0.0	51.0	115.0	54.0	1969.0	906.0	0.0	0.0	0.0	0.0	30.0	129.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	2008.0	387.0	0.0	0.0	2540.0	1283.0	0.0	0.0	0.0	107.0	0.0	0.0	0.0	0.0	0.0	0.0	516.0	443.0	0.0	318.0	230.0	990.0	1073.0	374.0	640.0	378.0		83cd605349c479d69d7ca8652a406ef3	d__Bacteria| p__Actinobacteriota| c__Coriobacteriia| o__Coriobacteriales| f__Coriobacteriaceae| g__Collinsella
d__Bacteria| p__Firmicutes| c__Bacilli| o__Lactobacillales| f__Enterococcaceae| g__Enterococcus;otu_46339038292cac3dd26b04122d4ccaad	0.0	0.0	16.0	0.0	0.0	242.0	107.0	68.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	16.0	87.0	98.0	0.0	0.0	52.0	4.0	14691.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	377.0	0.0	0.0	0.0	0.0	0.0	138.0	0.0	0.0	0.0	0.0	12.0	0.0	164.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	17.0	0.0	0.0	0.0	11.0	0.0	0.0	6629.0	0.0	108.0	0.0	0.0	0.0	0.0	0.0	7.0	700.0	0.0	0.0	0.0	7.0	0.0	0.0	72.0	85.0	38.0	5.0		46339038292cac3dd26b04122d4ccaad	d__Bacteria| p__Firmicutes| c__Bacilli| o__Lactobacillales| f__Enterococcaceae| g__Enterococcus
d__Bacteria| p__Bacteroidota| c__Bacteroidia| o__Bacteroidales| f__Prevotellaceae| g__Prevotella;otu_dfa727423175693eea1be13e6e59a3d6	5597.0	5707.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	3445.0	2012.0	0.0	0.0	0.0	316.0	0.0	0.0	121.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3455.0	2648.0	0.0	0.0	0.0	0.0		dfa727423175693eea1be13e6e59a3d6	d__Bacteria| p__Bacteroidota| c__Bacteroidia| o__Bacteroidales| f__Prevotellaceae| g__Prevotella
d__Bacteria| p__Bacteroidota| c__Bacteroidia| o__Bacteroidales| f__Prevotellaceae| g__Prevotella;otu_a7cafb52c56bb35ca4b367e8b1a190a0	244.0	334.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	4.0	3136.0	1690.0	937.0	1822.0	0.0	83.0	16.0	1043.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	743.0	451.0	112.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6543.0	5737.0	0.0	0.0	0.0	0.0		a7cafb52c56bb35ca4b367e8b1a190a0	d__Bacteria| p__Bacteroidota| c__Bacteroidia| o__Bacteroidales| f__Prevotellaceae| g__Prevotella
d__Bacteria| p__Firmicutes| c__Clostridia| o__Lachnospirales| f__Lachnospiraceae| g__Blautia;otu_ebe9718731e4a76204873c355f54b032	253.0	69.0	590.0	33.0	0.0	0.0	86.0	94.0	106.0	823.0	48.0	396.0	1140.0	0.0	120.0	491.0	364.0	0.0	760.0	1258.0	157.0	28.0	196.0	377.0	0.0	107.0	0.0	0.0	232.0	0.0	0.0	1684.0	0.0	51.0	56.0	21.0	146.0	2027.0	376.0	37.0	196.0	1061.0	965.0	0.0	0.0	158.0	57.0	41.0	254.0	47.0	31.0	0.0	17.0	0.0	0.0	0.0	486.0	404.0	283.0	223.0	84.0	618.0	595.0	0.0	0.0	894.0	59.0	0.0	205.0	180.0	517.0	792.0	418.0	90.0	274.0	0.0	66.0	69.0	491.0	255.0	168.0	530.0	242.0		ebe9718731e4a76204873c355f54b032	d__Bacteria| p__Firmicutes| c__Clostridia| o__Lachnospirales| f__Lachnospiraceae| g__Blautia
d__Bacteria| p__Firmicutes| c__Clostridia| o__Lachnospirales| f__Lachnospiraceae| g__Anaerostipes;otu_efd4fb2d1fa7328858c200fc2b764cde	903.0	249.0	758.0	201.0	0.0	45.0	189.0	1174.0	149.0	473.0	365.0	496.0	397.0	0.0	43.0	174.0	482.0	239.0	143.0	118.0	0.0	0.0	138.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.0	0.0	54.0	0.0	0.0	93.0	196.0	0.0	272.0	182.0	0.0	0.0	0.0	0.0	7541.0	816.0	111.0	357.0	17.0	268.0	0.0	106.0	0.0	0.0	0.0	0.0	641.0	204.0	179.0	178.0	518.0	1284.0	0.0	0.0	20.0	28.0	68.0	358.0	124.0	403.0	163.0	98.0	334.0	350.0	0.0	0.0	220.0	40.0	93.0	81.0	470.0	169.0		efd4fb2d1fa7328858c200fc2b764cde	d__Bacteria| p__Firmicutes| c__Clostridia| o__Lachnospirales| f__Lachnospiraceae| g__Anaerostipes
d__Bacteria| p__Bacteroidota| c__Bacteroidia| o__Bacteroidales| f__Prevotellaceae| g__Prevotella;otu_e0893ea21d1a8b4edbc5ce6c43527776	112.0	147.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	553.0	0.0	0.0	0.0	0.0	210.0	387.0	0.0	550.0	0.0	4527.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	372.0	1298.0	3196.0	319.0	3783.0	3816.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	848.0	1827.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	284.0	219.0	0.0	0.0	0.0	0.0		e0893ea21d1a8b4edbc5ce6c43527776	d__Bacteria| p__Bacteroidota| c__Bacteroidia| o__Bacteroidales| f__Prevotellaceae| g__Prevotella
